source,class_uri,class_name,entity_count
GAUL,http://toposkg.di.uoa.gr/ontology/AdminUnit_Level0,AdminUnit_Level0,161
GAUL,http://toposkg.di.uoa.gr/ontology/AdminUnit_Level1,AdminUnit_Level1,2395
GAUL,http://toposkg.di.uoa.gr/ontology/AdminUnit_Level2,AdminUnit_Level2,39537
GAUL,http://toposkg.di.uoa.gr/ontology/AdministrativeUnit,AdministrativeUnit,35181
GAUL,http://toposkg.di.uoa.gr/ontology/ToposKGFeature,ToposKGFeature,35181
GMBA_MOUNTAINS,http://toposkg.di.uoa.gr/ontology/Mountain,Mountain,5629
GMBA_MOUNTAINS,http://toposkg.di.uoa.gr/ontology/Natural,Natural,5629
GMBA_MOUNTAINS,http://toposkg.di.uoa.gr/ontology/ToposKGFeature,ToposKGFeature,5629
MARINE_REGIONS_SEAS,http://toposkg.di.uoa.gr/ontology/Natural,Natural,101
MARINE_REGIONS_SEAS,http://toposkg.di.uoa.gr/ontology/Sea,Sea,101
MARINE_REGIONS_SEAS,http://toposkg.di.uoa.gr/ontology/ToposKGFeature,ToposKGFeature,101
OSM_ADMIN,http://toposkg.di.uoa.gr/ontology/AdminUnit_Level0,AdminUnit_Level0,149
OSM_ADMIN,http://toposkg.di.uoa.gr/ontology/AdminUnit_Level1,AdminUnit_Level1,2145
OSM_ADMIN,http://toposkg.di.uoa.gr/ontology/AdminUnit_Level2,AdminUnit_Level2,32899
OSM_ADMIN,http://toposkg.di.uoa.gr/ontology/AdminUnit_Level3,AdminUnit_Level3,119060
OSM_ADMIN,http://toposkg.di.uoa.gr/ontology/AdminUnit_Level4,AdminUnit_Level4,254175
OSM_ADMIN,http://toposkg.di.uoa.gr/ontology/AdminUnit_Level5,AdminUnit_Level5,132851
OSM_ADMIN,http://toposkg.di.uoa.gr/ontology/AdminUnit_Level6,AdminUnit_Level6,91758
OSM_ADMIN,http://toposkg.di.uoa.gr/ontology/AdminUnit_Level7,AdminUnit_Level7,36101
OSM_ADMIN,http://toposkg.di.uoa.gr/ontology/AdminUnit_Level8,AdminUnit_Level8,12004
OSM_ADMIN,http://toposkg.di.uoa.gr/ontology/AdministrativeUnit,AdministrativeUnit,703150
OSM_ADMIN,http://toposkg.di.uoa.gr/ontology/ToposKGFeature,ToposKGFeature,703150
OSM_FORESTS,http://toposkg.di.uoa.gr/ontology/Forest,Forest,21239112
OSM_FORESTS,http://toposkg.di.uoa.gr/ontology/Natural,Natural,21239112
OSM_FORESTS,http://toposkg.di.uoa.gr/ontology/ToposKGFeature,ToposKGFeature,21239112
OSM_POIS,http://toposkg.di.uoa.gr/ontology/(historical),(historical),1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/*,*,45
OSM_POIS,http://toposkg.di.uoa.gr/ontology/1/12_HOME,12_HOME,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/1/4,4,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/1/6,6,4
OSM_POIS,http://toposkg.di.uoa.gr/ontology/1001_mayda_chuyda,1001_mayda_chuyda,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/24hr_Recovery,24hr_Recovery,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/30,30,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/3d_printer,3d_printer,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/60Monteur_d'échafaudages,60Monteur_d'échafaudages,1
OSM_POIS,"http://toposkg.di.uoa.gr/ontology/862_doebum_zur_lam_366_sw,_babesa,_thimphu","862_doebum_zur_lam_366_sw,_babesa,_thimphu",2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/911_call_center,911_call_center,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/93_S_7.2,93_S_7.2,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/9c_250,9c_250,1
OSM_POIS,"http://toposkg.di.uoa.gr/ontology/=community_centre,_amenity=place_of_worship_o_leisure=park.","=community_centre,_amenity=place_of_worship_o_leisure=park.",1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/?,?,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/A22rts_viewing_centre,A22rts_viewing_centre,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/AAA_Southern_New_England,AAA_Southern_New_England,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/AED,AED,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/AFPI-_Canteen,AFPI-_Canteen,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/AKSHAYA_CENTRE_MADATHUMPADI_PULIYOOR,AKSHAYA_CENTRE_MADATHUMPADI_PULIYOOR,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/ANIMALS_HUSBANDRY,ANIMALS_HUSBANDRY,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/ANIMAL_HUSNANDRY,ANIMAL_HUSNANDRY,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/AREA_GOR_SIGUPAI,AREA_GOR_SIGUPAI,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/ATLAS_clean_room,ATLAS_clean_room,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/ATM_BRI_Puskom,ATM_BRI_Puskom,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/ATV_Trails,ATV_Trails,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/AUDITURIUM,AUDITURIUM,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Abandoned:bbq,Abandoned:bbq,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Abandoned_parking,Abandoned_parking,3
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Abanoned:post_office,Abanoned:post_office,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Abatoire,Abatoire,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Abbeveratoio,Abbeveratoio,5
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Abbey,Abbey,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Ablution_place,Ablution_place,4
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Academia,Academia,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Academic,Academic,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Academics,Academics,5
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Academy,Academy,44
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Académie,Académie,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Access,Access,3
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Accessibility_services,Accessibility_services,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Accommodation,Accommodation,43
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Accomodatation_facility,Accomodatation_facility,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Accomodation,Accomodation,10
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Accountant,Accountant,3
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Accountants,Accountants,7
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Accounting,Accounting,3
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Accounting_office,Accounting_office,5
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Accupuncture,Accupuncture,5
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Acessível,Acessível,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Acquariums,Acquariums,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Acting_school,Acting_school,11
OSM_POIS,http://toposkg.di.uoa.gr/ontology/ActiveIdeas,ActiveIdeas,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Activity_center,Activity_center,4
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Activity_centre,Activity_centre,6
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Acupuncture,Acupuncture,4
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Acupuncturist,Acupuncturist,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Addiction_Treatment,Addiction_Treatment,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Addiction_clinic,Addiction_clinic,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Additional_education,Additional_education,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Addr,Addr,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Address,Address,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Addwear,Addwear,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Adm,Adm,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Administration,Administration,68
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Administration_prive,Administration_prive,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Administrative,Administrative,13
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Adminìstrative_offices,Adminìstrative_offices,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aduana,Aduana,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Adult_cinema,Adult_cinema,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Adult_education,Adult_education,9
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Adult_education_centre,Adult_education_centre,4
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Adult_entertainment,Adult_entertainment,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Adult_gambling_centre,Adult_gambling_centre,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Adult_gaming_center,Adult_gaming_center,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Adult_gaming_centre,Adult_gaming_centre,58
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Adult_services,Adult_services,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Adventure_courses,Adventure_courses,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Adventure_park,Adventure_park,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Advertisement,Advertisement,3
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Advertising,Advertising,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Advertising_board,Advertising_board,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Advertising_column,Advertising_column,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Advice,Advice,37
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Advice_bureau,Advice_bureau,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Advice_centre,Advice_centre,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Advice_service,Advice_service,15
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Advice_services,Advice_services,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Advisory_body,Advisory_body,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Advogado,Advogado,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aero_club,Aero_club,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aerocoly,Aerocoly,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aeroway,Aeroway,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aers_centre,Aers_centre,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Afisha,Afisha,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Afrikanische_Küche,Afrikanische_Küche,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/After_School_Care,After_School_Care,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/After_school,After_school,4
OSM_POIS,http://toposkg.di.uoa.gr/ontology/After_school_club,After_school_club,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aftersales_service,Aftersales_service,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Afterschool,Afterschool,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Ag_Right,Ag_Right,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aged_care,Aged_care,10
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aged_care_centre,Aged_care_centre,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agence,Agence,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agence_Nationale,Agence_Nationale,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agence_de_Sécurité,Agence_de_Sécurité,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agence_de_securité,Agence_de_securité,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agence_informatique,Agence_informatique,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agencia_de_Remises,Agencia_de_Remises,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agency,Agency,6
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aggriculture,Aggriculture,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agility_tubes,Agility_tubes,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agrarian,Agrarian,4
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agricultur_place,Agricultur_place,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agricultural_cleaning,Agricultural_cleaning,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agricultural_engines,Agricultural_engines,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agricultural_fields,Agricultural_fields,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agricultural_fuel,Agricultural_fuel,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agricultural_reception,Agricultural_reception,4
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agricultural_spray_pump,Agricultural_spray_pump,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agriculture,Agriculture,36
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agriculture_Bank,Agriculture_Bank,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agriculture_Deparment,Agriculture_Deparment,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agriculture_form,Agriculture_form,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agrifirm,Agrifirm,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agro_dealer,Agro_dealer,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agro_fazenda,Agro_fazenda,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Agrocentre,Agrocentre,12
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Air_ambulance,Air_ambulance,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Air_compressor;pressure_washer,Air_compressor;pressure_washer,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Air_conditioning,Air_conditioning,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Air_filling,Air_filling,11
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Air_pump,Air_pump,3
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Air_raid_shelter,Air_raid_shelter,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Air_vent,Air_vent,22
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aircraft_fuel,Aircraft_fuel,7
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aircraft_rental,Aircraft_rental,3
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aircraft_wash_rack,Aircraft_wash_rack,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aire_de_pique-nique,Aire_de_pique-nique,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aire_de_restauration,Aire_de_restauration,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Airfield,Airfield,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Airline_tickets,Airline_tickets,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Airplane_fuel,Airplane_fuel,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Airport;ferry_terminal;shipyard;cargo,Airport;ferry_terminal;shipyard;cargo,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Airport_lounge,Airport_lounge,5
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Airpump,Airpump,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Airsoft_gamesite,Airsoft_gamesite,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Airtime,Airtime,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Airway_beacon,Airway_beacon,6
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Akhra/Mondir,Mondir,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Alcohol,Alcohol,26
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Alimentation_générale,Alimentation_générale,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aliyawalai_gs_office,Aliyawalai_gs_office,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aljibe,Aljibe,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Almacen_de_zapatos,Almacen_de_zapatos,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Almacén,Almacén,11
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Almshouse,Almshouse,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Almshouses,Almshouses,7
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Alp,Alp,16
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Alpe_Seewy_La_Baita,Alpe_Seewy_La_Baita,3
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Alpine_cottages,Alpine_cottages,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Alpine_hut,Alpine_hut,6
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Alpineum,Alpineum,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Altar,Altar,5
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Alternative,Alternative,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Alternative_medicine,Alternative_medicine,9
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aluguel,Aluguel,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Am,Am,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Amaca,Amaca,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Ambulance,Ambulance,7
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Ambulance_parking,Ambulance_parking,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Ambulance_point,Ambulance_point,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Ambulance_service,Ambulance_service,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Ambulance_station,Ambulance_station,42
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Ambulatorio,Ambulatorio,24
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Ambulatory_care,Ambulatory_care,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Amenger@auditionfrance.fr,Amenger@auditionfrance.fr,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Amenity,Amenity,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Amenity_ground,Amenity_ground,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Amnesty_bin,Amnesty_bin,3
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Ampelblitzanlage,Ampelblitzanlage,3
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Amphitheater,Amphitheater,32
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Amphitheatre,Amphitheatre,32
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Amr,Amr,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Amusement,Amusement,7
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Amusement_arcade,Amusement_arcade,12
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Amusement_hall,Amusement_hall,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Amusement_park,Amusement_park,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Amusement_ride,Amusement_ride,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Amusements,Amusements,4
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Analytical_laboratory,Analytical_laboratory,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Anchor,Anchor,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Anchor_berth,Anchor_berth,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Anchorage,Anchorage,18
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Anfiteatro,Anfiteatro,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Angel_hairstyle,Angel_hairstyle,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Angling_club,Angling_club,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal,Animal,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_bate,Animal_bate,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_boarding,Animal_boarding,7872
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_boarding;animal_shelter,Animal_boarding;animal_shelter,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_breedin,Animal_breedin,3
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_breeding,Animal_breeding,23523
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_breeding;animal_shelter,Animal_breeding;animal_shelter,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_breeding;animal_training,Animal_breeding;animal_training,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_cafe,Animal_cafe,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_centre,Animal_centre,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_control,Animal_control,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_effluent_disposal,Animal_effluent_disposal,13
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_feeding,Animal_feeding,13
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_feeding_place,Animal_feeding_place,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_grooming,Animal_grooming,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_handling,Animal_handling,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_hitch,Animal_hitch,177
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_keeping,Animal_keeping,6
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_market,Animal_market,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_pen,Animal_pen,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_physiotherapist,Animal_physiotherapist,5
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_place,Animal_place,4
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_relief_area,Animal_relief_area,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_removal,Animal_removal,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_rescue,Animal_rescue,9
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_rescue_centre,Animal_rescue_centre,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_sanctuary,Animal_sanctuary,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_scales,Animal_scales,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_school,Animal_school,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_service,Animal_service,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_shelter,Animal_shelter,12620
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_shelter;animal_boarding,Animal_shelter;animal_boarding,4
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_shelter;animal_breeding,Animal_shelter;animal_breeding,16
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_shelter;animal_rescue,Animal_shelter;animal_rescue,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_slaughter,Animal_slaughter,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_station,Animal_station,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_toilets,Animal_toilets,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_trainin,Animal_trainin,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_training,Animal_training,3517
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_training;animal_boarding,Animal_training;animal_boarding,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_training;animal_breeding,Animal_training;animal_breeding,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_training_+_animal_training=dog,Animal_training_+_animal_training=dog,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_washing,Animal_washing,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_welfare,Animal_welfare,3
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Animal_wellfare,Animal_wellfare,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Antaliya_XXX,Antaliya_XXX,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Antenista,Antenista,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Antenna,Antenna,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Antennas,Antennas,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Anthill,Anthill,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Antique,Antique,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Antiques,Antiques,6
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aparthotel,Aparthotel,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Apartman,Apartman,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Apartment,Apartment,459
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Apartment_for_rent,Apartment_for_rent,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Apartments,Apartments,91
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Apiary,Apiary,7
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Apolstry,Apolstry,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Apostolate,Apostolate,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Apparel,Apparel,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Apple-juice_factory,Apple-juice_factory,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Appliance,Appliance,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Appliance_Shops,Appliance_Shops,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Appliance_repair,Appliance_repair,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aquaculture,Aquaculture,114
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Aquarium_supplies,Aquarium_supplies,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Ara,Ara,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Arbor,Arbor,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Arbour,Arbour,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Arcade,Arcade,3
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Arcade_game,Arcade_game,2
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Archaeological,Archaeological,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Archaeological_institute,Archaeological_institute,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Archaeological_site,Archaeological_site,10
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Architect,Architect,7
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Architectural_metalwork,Architectural_metalwork,1
OSM_POIS,http://toposkg.di.uoa.gr/ontology/Archive,Archive,959
